"Entry"	"Entry.name"	"Status"	"Protein.names"	"Gene.names"	"Organism"	"Length"
"A0A0D9S0T1"	"A0A0D9S0T1_CHLSB"	"unreviewed"	"Leukotriene A(4) hydrolase (LTA-4 hydrolase) (EC 3.3.2.6)"	"LTA4H"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"611"
"A0A0D9S024"	"A0A0D9S024_CHLSB"	"unreviewed"	"Replication factor C subunit 2"	"RFC2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"353"
"A0A0D9S0W9"	"A0A0D9S0W9_CHLSB"	"unreviewed"	"Heterogeneous nuclear ribonucleoprotein U like 1"	"HNRNPUL1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"856"
"A0A0D9S172"	"A0A0D9S172_CHLSB"	"unreviewed"	"ATP binding cassette subfamily E member 1"	"ABCE1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"311"
"A0A0D9S1S2"	"A0A0D9S1S2_CHLSB"	"unreviewed"	"Coenzyme A synthase"	"COASY"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"564"
"A0A0D9S055"	"A0A0D9S055_CHLSB"	"unreviewed"	"M20_dimer domain-containing protein"	"CNDP2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"475"
"A0A0D9S197"	"A0A0D9S197_CHLSB"	"unreviewed"	"Hydroxysteroid 17-beta dehydrogenase 2"	"HSD17B2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"387"
"A0A0D9S238"	"A0A0D9S238_CHLSB"	"unreviewed"	"Symplekin"	"SYMPK"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1274"
"A0A0D9S1N3"	"A0A0D9S1N3_CHLSB"	"unreviewed"	"Pleiotropic regulator 1"	"PLRG1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"514"
"A0A0D9S1D9"	"A0A0D9S1D9_CHLSB"	"unreviewed"	"AA_TRNA_LIGASE_II_ALA domain-containing protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"411"
"A0A0D9S0Q0"	"A0A0D9S0Q0_CHLSB"	"unreviewed"	"Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Initiation factor 2-associated 67 kDa glycoprotein) (Peptidase M) (p67) (p67eIF2)"	"METAP2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"456"
"A0A0D9S1F5"	"A0A0D9S1F5_CHLSB"	"unreviewed"	"LPS responsive beige-like anchor protein"	"LRBA"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"2113"
"A0A0D9S141"	"A0A0D9S141_CHLSB"	"unreviewed"	"[Tau protein] kinase (EC 2.7.11.26)"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"483"
"A0A0D9S0P0"	"A0A0D9S0P0_CHLSB"	"unreviewed"	"Glial fibrillary acidic protein"	"GFAP"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"432"
"A0A0D9S020"	"A0A0D9S020_CHLSB"	"unreviewed"	"Eukaryotic translation initiation factor 4H"	"EIF4H"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"228"
"A0A0D9S155"	"A0A0D9S155_CHLSB"	"unreviewed"	"Dual specificity protein phosphatase (EC 3.1.3.16) (EC 3.1.3.48)"	"DUSP3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"185"
"A0A0D9S1C8"	"A0A0D9S1C8_CHLSB"	"unreviewed"	"60S ribosomal protein L27"	"RPL27"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"136"
"A0A0D9S0Y5"	"A0A0D9S0Y5_CHLSB"	"unreviewed"	"Uncharacterized protein"	"CHORDC1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"332"
"A0A0D9S150"	"A0A0D9S150_CHLSB"	"unreviewed"	"Platelet activating factor acetylhydrolase 1b catalytic subunit 3"	"PAFAH1B3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"231"
"A0A0D9S125"	"A0A0D9S125_CHLSB"	"unreviewed"	"LSM12 homolog"	"LSM12"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"195"
"A0A0D9S1Y8"	"A0A0D9S1Y8_CHLSB"	"unreviewed"	"Ubiquitin carboxyl-terminal hydrolase (EC 3.4.19.12)"	"USP10"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"792"
"A0A0D9S0C3"	"A0A0D9S0C3_CHLSB"	"unreviewed"	"Alpha-1,4 glucan phosphorylase (EC 2.4.1.1)"	"PYGB"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"695"
"A0A0D9S175"	"A0A0D9S175_CHLSB"	"unreviewed"	"Ubiquitinyl hydrolase 1 (EC 3.4.19.12)"	"OTUD4"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1113"
"A0A0D9S164"	"A0A0D9S164_CHLSB"	"unreviewed"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5"	"SMARCA5"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"969"
"A0A0D9S109"	"A0A0D9S109_CHLSB"	"unreviewed"	"40S ribosomal protein S19"	"RPS19"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"222"
"A0A0D9RZY8"	"A0A0D9RZY8_CHLSB"	"unreviewed"	"SAM_MT_RSMB_NOP domain-containing protein"	"NSUN5"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"466"
"A0A0D9S0X6"	"A0A0D9S0X6_CHLSB"	"unreviewed"	"N(alpha)-acetyltransferase 15, NatA auxiliary subunit"	"NAA15"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"866"
"A0A0D9S247"	"A0A0D9S247_CHLSB"	"unreviewed"	"RAB5C, member RAS oncogene family"	"RAB5C"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"255"
"A0A0D9S1P2"	"A0A0D9S1P2_CHLSB"	"unreviewed"	"Tubulin gamma chain"	"TUBG1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"451"
"A0A0D9S0X5"	"A0A0D9S0X5_CHLSB"	"unreviewed"	"Solute carrier family 25 member 3"	"SLC25A3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"361"
"A0A0D9S1U7"	"A0A0D9S1U7_CHLSB"	"unreviewed"	"Uncharacterized protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"329"
"A0A0D9S1Z5"	"A0A0D9S1Z5_CHLSB"	"unreviewed"	"Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)"	"SNRPD2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"118"
"A0A0D9S117"	"A0A0D9S117_CHLSB"	"unreviewed"	"Rho guanine nucleotide exchange factor 1"	"ARHGEF1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"912"
"A0A0D9S0A2"	"A0A0D9S0A2_CHLSB"	"unreviewed"	"Ribosome maturation protein SBDS"	"SBDS"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"250"
"A0A0D9S0H6"	"A0A0D9S0H6_CHLSB"	"unreviewed"	"Uncharacterized protein"	"SLC25A5"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"298"
"A0A0D9S001"	"A0A0D9S001_CHLSB"	"unreviewed"	"WD_REPEATS_REGION domain-containing protein"	"TBL2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"446"
"A0A0D9S1G0"	"A0A0D9S1G0_CHLSB"	"unreviewed"	"Proteasome activator subunit 3"	"PSME3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"267"
"A0A0D9RZY7"	"A0A0D9RZY7_CHLSB"	"unreviewed"	"Uncharacterized protein"	"ALPK2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"2166"
"A0A0D9S252"	"A0A0D9S252_CHLSB"	"unreviewed"	"High mobility group box 2"	"HMGB2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"209"
"A0A0D9S220"	"A0A0D9S220_CHLSB"	"unreviewed"	"Palladin, cytoskeletal associated protein"	"PALLD"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1000"
"A0A0D9S1G6"	"A0A0D9S1G6_CHLSB"	"unreviewed"	"40S ribosomal protein S3a"	"RPS3A"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"264"
"A0A0D9S0E1"	"A0A0D9S0E1_CHLSB"	"unreviewed"	"RNA helicase (EC 3.6.4.13)"	"DDX3Y"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"659"
"A0A0D9S0Q8"	"A0A0D9S0Q8_CHLSB"	"unreviewed"	"Sm protein F"	"SNRPF"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"123"
"A0A0D9S3P5"	"A0A0D9S3P5_CHLSB"	"unreviewed"	"Coatomer subunit alpha"	"COPA"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1224"
"A0A0D9S2G1"	"A0A0D9S2G1_CHLSB"	"unreviewed"	"Zinc finger CCCH-type containing 4"	"ZC3H4"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1257"
"A0A0D9S3W2"	"A0A0D9S3W2_CHLSB"	"unreviewed"	"Transgelin"	"TAGLN2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"199"
"A0A0D9S2D4"	"A0A0D9S2D4_CHLSB"	"unreviewed"	"Junction plakoglobin"	"JUP"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"745"
"A0A0D9S3T6"	"A0A0D9S3T6_CHLSB"	"unreviewed"	"40S ribosomal protein S11"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"158"
"A0A0D9S2L0"	"A0A0D9S2L0_CHLSB"	"unreviewed"	"NSF attachment protein alpha"	"NAPA"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"295"
"A0A0D9S2C1"	"A0A0D9S2C1_CHLSB"	"unreviewed"	"CDKN2A interacting protein"	"CDKN2AIP"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"580"
"A0A0D9S347"	"A0A0D9S347_CHLSB"	"unreviewed"	"U1 small nuclear ribonucleoprotein 70 kDa"	"SNRNP70"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"428"
"A0A0D9S3L7"	"A0A0D9S3L7_CHLSB"	"unreviewed"	"Ataxin 2"	"ATXN2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1151"
"A0A0D9S2Y5"	"A0A0D9S2Y5_CHLSB"	"unreviewed"	"Uncharacterized protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"123"
"A0A0D9S2G5"	"A0A0D9S2G5_CHLSB"	"unreviewed"	"SUMO1 activating enzyme subunit 1"	"SAE1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"310"
"A0A0D9S2E8"	"A0A0D9S2E8_CHLSB"	"unreviewed"	"Keratin 16"	"KRT16"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"476"
"A0A0D9S9R0"	"A0A0D9S9R0_CHLSB"	"unreviewed"	"Prohibitin"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"271"
"A0A0D9S2B1"	"A0A0D9S2B1_CHLSB"	"unreviewed"	"4'-phosphopantetheinyl transferase (EC 2.7.8.7) (Alpha-aminoadipic semialdehyde dehydrogenase-phosphopantetheinyl transferase) (L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase)"	"AASDHPPT"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"309"
"A0A0D9S288"	"A0A0D9S288_CHLSB"	"unreviewed"	"DnaJ heat shock protein family (Hsp40) member C7"	"DNAJC7"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"290"
"A0A0D9S3I3"	"A0A0D9S3I3_CHLSB"	"unreviewed"	"Serine/threonine-protein phosphatase (EC 3.1.3.16)"	"PPP1CC"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"293"
"A0A0D9S329"	"A0A0D9S329_CHLSB"	"unreviewed"	"Dihydrodiol dehydrogenase"	"DHDH"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"334"
"A0A0D9S2A5"	"A0A0D9S2A5_CHLSB"	"unreviewed"	"ATP citrate synthase (EC 2.3.3.8)"	"ACLY"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"603"
"A0A0D9S2R8"	"A0A0D9S2R8_CHLSB"	"unreviewed"	"Spliceosome associated factor 3, U4/U6 recycling protein"	"SART3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"963"
"A0A0D9S3Y0"	"A0A0D9S3Y0_CHLSB"	"unreviewed"	"Protein arginine methyltransferase 1"	"PRMT1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"306"
"A0A0D9S3N5"	"A0A0D9S3N5_CHLSB"	"unreviewed"	"Secernin 2"	"SCRN2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"425"
"A0A0D9S360"	"A0A0D9S360_CHLSB"	"unreviewed"	"Proteasome 26S subunit, non-ATPase 3"	"PSMD3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"534"
"A0A0D9S324"	"A0A0D9S324_CHLSB"	"unreviewed"	"Acetyl-CoA carboxylase (EC 6.4.1.2)"	"ACACB"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"2462"
"A0A0D9S3J6"	"A0A0D9S3J6_CHLSB"	"unreviewed"	"Aminopeptidase (EC 3.4.11.-)"	"NPEPPS"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"921"
"A0A0D9S3E5"	"A0A0D9S3E5_CHLSB"	"unreviewed"	"LIM and SH3 domain protein 1"	"LASP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"261"
"A0A0D9S3N4"	"A0A0D9S3N4_CHLSB"	"unreviewed"	"Coatomer subunit delta"	"ARCN1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"511"
"A0A0D9S2E6"	"A0A0D9S2E6_CHLSB"	"unreviewed"	"Keratin 17"	"KRT17"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"432"
"A0A0D9S2F0"	"A0A0D9S2F0_CHLSB"	"unreviewed"	"Keratin 14"	"KRT14"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"462"
"A0A0D9S3K2"	"A0A0D9S3K2_CHLSB"	"unreviewed"	"Karyopherin subunit beta 1"	"KPNB1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"876"
"A0A0D9S3N9"	"A0A0D9S3N9_CHLSB"	"unreviewed"	"RNA helicase (EC 3.6.4.13)"	"DDX6"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"483"
"A0A0D9S3Y8"	"A0A0D9S3Y8_CHLSB"	"unreviewed"	"2'-5' oligoadenylate synthase (EC 2.7.7.84)"	"OAS3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"688"
"A0A0D9S2T3"	"A0A0D9S2T3_CHLSB"	"unreviewed"	"Coronin"	"CORO1C"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"483"
"A0A0D9S3N0"	"A0A0D9S3N0_CHLSB"	"unreviewed"	"Mitochondrial ribosomal protein L10"	"MRPL10"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"262"
"A0A0D9S363"	"A0A0D9S363_CHLSB"	"unreviewed"	"Uncharacterized protein"	"UAP1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"522"
"A0A0D9S2E7"	"A0A0D9S2E7_CHLSB"	"unreviewed"	"Thioredoxin-disulfide reductase (EC 1.8.1.9)"	"TXNRD1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"497"
"A0A0D9S3H8"	"A0A0D9S3H8_CHLSB"	"unreviewed"	"Uncharacterized protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"269"
"A0A0D9S2X0"	"A0A0D9S2X0_CHLSB"	"unreviewed"	"Keratin 10"	"KRT10"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"616"
"A0A0D9S3A0"	"A0A0D9S3A0_CHLSB"	"unreviewed"	"Tubulin beta chain"	"TUBB3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"450"
"A0A0D9S2G3"	"A0A0D9S2G3_CHLSB"	"unreviewed"	"Keratin 15"	"KRT15"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"456"
"A0A0D9S338"	"A0A0D9S338_CHLSB"	"unreviewed"	"RuvB-like helicase (EC 3.6.4.12)"	"RUVBL2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"463"
"A0A0D9S3H3"	"A0A0D9S3H3_CHLSB"	"unreviewed"	"Rho GTPase activating protein 23"	"ARHGAP23"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1397"
"A0A0D9S429"	"A0A0D9S429_CHLSB"	"unreviewed"	"Polynucleotide kinase 3'-phosphatase"	"PNKP"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"521"
"A0A0D9S3J0"	"A0A0D9S3J0_CHLSB"	"unreviewed"	"Tim44 domain-containing protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"292"
"A0A0D9S379"	"A0A0D9S379_CHLSB"	"unreviewed"	"Growth factor receptor bound protein 7"	"GRB7"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"532"
"A0A0D9S2F4"	"A0A0D9S2F4_CHLSB"	"unreviewed"	"Keratin 9"	"KRT9"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"633"
"A0A0D9S286"	"A0A0D9S286_CHLSB"	"unreviewed"	"Zinc finger CCCH-type containing 18"	"ZC3H18"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"976"
"A0A0D9S294"	"A0A0D9S294_CHLSB"	"unreviewed"	"Heat shock protein 90 beta family member 1"	"HSP90B1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"804"
"A0A0D9S2I7"	"A0A0D9S2I7_CHLSB"	"unreviewed"	"Cytoskeleton associated protein 4"	"CKAP4"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"598"
"A0A0D9S2A3"	"A0A0D9S2A3_CHLSB"	"unreviewed"	"Calmodulin"	"CALM1 CALM2 CALM3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"149"
"A0A0D9S2G7"	"A0A0D9S2G7_CHLSB"	"unreviewed"	"IF rod domain-containing protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"189"
"A0A0D9S500"	"A0A0D9S500_CHLSB"	"unreviewed"	"Density-regulated protein"	"DENR"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"152"
"A0A0D9S621"	"A0A0D9S621_CHLSB"	"unreviewed"	"D-3-phosphoglycerate dehydrogenase (EC 1.1.1.95)"	"PHGDH"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"533"
"A0A0D9S5R0"	"A0A0D9S5R0_CHLSB"	"unreviewed"	"Calpactin I light chain (Calpactin-1 light chain) (Protein S100-A10) (S100 calcium-binding protein A10)"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"199"
"A0A0D9S4D0"	"A0A0D9S4D0_CHLSB"	"unreviewed"	"Ring finger protein 213"	"RNF213"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"5249"
"A0A0D9S5D2"	"A0A0D9S5D2_CHLSB"	"unreviewed"	"Uncharacterized protein"	"ADAR"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"931"
"A0A0D9S4M9"	"A0A0D9S4M9_CHLSB"	"unreviewed"	"Aly/REF export factor"	"ALYREF"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"264"
"A0A0D9S4W9"	"A0A0D9S4W9_CHLSB"	"unreviewed"	"T-complex protein 1 subunit gamma"	"CCT3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"545"
"A0A0D9S5W1"	"A0A0D9S5W1_CHLSB"	"unreviewed"	"RNA-binding protein 8A"	"RBM8A"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"174"
"A0A0D9S5Z6"	"A0A0D9S5Z6_CHLSB"	"unreviewed"	"Uncharacterized protein"	"SEC22B"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"215"
"A0A0D9S561"	"A0A0D9S561_CHLSB"	"unreviewed"	"Death associated protein 3"	"DAP3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"339"
"A0A0D9S4M6"	"A0A0D9S4M6_CHLSB"	"unreviewed"	"Protein disulfide-isomerase (EC 5.3.4.1)"	"P4HB"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"510"
"A0A0D9S520"	"A0A0D9S520_CHLSB"	"unreviewed"	"ADP-ribosylation factor-like protein 6-interacting protein 4"	"ARL6IP4"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"352"
"A0A0D9S5H6"	"A0A0D9S5H6_CHLSB"	"unreviewed"	"Uncharacterized protein"	"TPM3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"248"
"A0A0D9S5Y4"	"A0A0D9S5Y4_CHLSB"	"unreviewed"	"Uncharacterized protein"	"PDZK1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"519"
"A0A0D9S5P1"	"A0A0D9S5P1_CHLSB"	"unreviewed"	"Protein S100 (S100 calcium-binding protein)"	"S100A6"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"90"
"A0A0D9S4Z6"	"A0A0D9S4Z6_CHLSB"	"unreviewed"	"Uncharacterized protein"	"LMNA"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"663"
"A0A0D9S4I2"	"A0A0D9S4I2_CHLSB"	"unreviewed"	"Musashi RNA binding protein 1"	"MSI1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"290"
"A0A0D9S4H3"	"A0A0D9S4H3_CHLSB"	"unreviewed"	"GCN1 activator of EIF2AK4"	"GCN1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"2671"
"A0A0D9S4P1"	"A0A0D9S4P1_CHLSB"	"unreviewed"	"Myosin heavy chain 14"	"MYH14"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"2036"
"A0A0D9S5M6"	"A0A0D9S5M6_CHLSB"	"unreviewed"	"DZF domain-containing protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"390"
"A0A0D9S5A4"	"A0A0D9S5A4_CHLSB"	"unreviewed"	"Protein phosphatase 2 scaffold subunit Aalpha"	"PPP2R1A"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"589"
"A0A0D9S4N4"	"A0A0D9S4N4_CHLSB"	"unreviewed"	"Phosphate cytidylyltransferase 2, ethanolamine"	"PCYT2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"389"
"A0A0D9S566"	"A0A0D9S566_CHLSB"	"unreviewed"	"Electron transfer flavoprotein subunit beta (Beta-ETF)"	"ETFB"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"255"
"A0A0D9S4H7"	"A0A0D9S4H7_CHLSB"	"unreviewed"	"60S acidic ribosomal protein P0"	"RPLP0"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"279"
"A0A0D9S504"	"A0A0D9S504_CHLSB"	"unreviewed"	"Protein-ribulosamine 3-kinase (EC 2.7.1.172)"	"FN3KRP"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"309"
"A0A0D9S5N9"	"A0A0D9S5N9_CHLSB"	"unreviewed"	"Protein S100 (S100 calcium-binding protein)"	"S100A4"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"101"
"A0A0D9S509"	"A0A0D9S509_CHLSB"	"unreviewed"	"Tubulin folding cofactor D"	"TBCD"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1192"
"A0A0D9S4L0"	"A0A0D9S4L0_CHLSB"	"unreviewed"	"Malectin"	"MLEC"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"294"
"A0A0D9S4J2"	"A0A0D9S4J2_CHLSB"	"unreviewed"	"Serine and arginine rich splicing factor 9"	"SRSF9"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"221"
"A0A0D9S5L2"	"A0A0D9S5L2_CHLSB"	"unreviewed"	"Pseudouridine synthase 1"	"PUS1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"427"
"A0A0D9S4E1"	"A0A0D9S4E1_CHLSB"	"unreviewed"	"Uncharacterized protein"	""	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"187"
"A0A0D9S5N2"	"A0A0D9S5N2_CHLSB"	"unreviewed"	"Protein S100 (S100 calcium-binding protein)"	"S100A1"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"147"
"A0A0D9S5G4"	"A0A0D9S5G4_CHLSB"	"unreviewed"	"Ubiquitin associated protein 2 like"	"UBAP2L"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"990"
"A0A0D9S618"	"A0A0D9S618_CHLSB"	"unreviewed"	"U2 snRNP auxiliary factor large subunit"	"U2AF2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"471"
"A0A0D9S5I4"	"A0A0D9S5I4_CHLSB"	"unreviewed"	"GTP-binding nuclear protein Ran"	"RAN"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"152"
"A0A0D9S5R6"	"A0A0D9S5R6_CHLSB"	"unreviewed"	"Golgin A3"	"GOLGA3"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"1413"
"A0A0D9S4I8"	"A0A0D9S4I8_CHLSB"	"unreviewed"	"NPL4 homolog, ubiquitin recognition factor"	"NPLOC4"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"608"
"A0A0D9S4Y3"	"A0A0D9S4Y3_CHLSB"	"unreviewed"	"Arginine and serine rich coiled-coil 2"	"RSRC2"	"Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus)"	"245"
