"Entry"	"Entry.name"	"Status"	"Protein.names"	"Gene.names"	"Organism"	"Length"
"Q99856"	"ARI3A_HUMAN"	"reviewed"	"AT-rich interactive domain-containing protein 3A (ARID domain-containing protein 3A) (B-cell regulator of IgH transcription) (Bright) (Dead ringer-like protein 1) (E2F-binding protein 1)"	"ARID3A DRIL1 DRIL3 DRX E2FBP1"	"Homo sapiens (Human)"	"593"
"Q99615"	"DNJC7_HUMAN"	"reviewed"	"DnaJ homolog subfamily C member 7 (Tetratricopeptide repeat protein 2) (TPR repeat protein 2)"	"DNAJC7 TPR2 TTC2"	"Homo sapiens (Human)"	"494"
"Q96T88"	"UHRF1_HUMAN"	"reviewed"	"E3 ubiquitin-protein ligase UHRF1 (EC 2.3.2.27) (Inverted CCAAT box-binding protein of 90 kDa) (Nuclear protein 95) (Nuclear zinc finger protein Np95) (HuNp95) (hNp95) (RING finger protein 106) (RING-type E3 ubiquitin transferase UHRF1) (Transcription factor ICBP90) (Ubiquitin-like PHD and RING finger domain-containing protein 1) (hUHRF1) (Ubiquitin-like-containing PHD and RING finger domains protein 1)"	"UHRF1 ICBP90 NP95 RNF106"	"Homo sapiens (Human)"	"793"
"Q99590"	"SCAFB_HUMAN"	"reviewed"	"Protein SCAF11 (CTD-associated SR protein 11) (Renal carcinoma antigen NY-REN-40) (SC35-interacting protein 1) (SR-related and CTD-associated factor 11) (SRSF2-interacting protein) (Serine/arginine-rich splicing factor 2-interacting protein) (Splicing factor, arginine/serine-rich 2-interacting protein) (Splicing regulatory protein 129) (SRrp129)"	"SCAF11 CASP11 SFRS2IP SIP1 SRSF2IP"	"Homo sapiens (Human)"	"1463"
"Q99747"	"SNAG_HUMAN"	"reviewed"	"Gamma-soluble NSF attachment protein (SNAP-gamma) (N-ethylmaleimide-sensitive factor attachment protein gamma)"	"NAPG SNAPG"	"Homo sapiens (Human)"	"312"
"Q99426"	"TBCB_HUMAN"	"reviewed"	"Tubulin-folding cofactor B (Cytoskeleton-associated protein 1) (Cytoskeleton-associated protein CKAPI) (Tubulin-specific chaperone B)"	"TBCB CG22 CKAP1"	"Homo sapiens (Human)"	"244"
"Q99729"	"ROAA_HUMAN"	"reviewed"	"Heterogeneous nuclear ribonucleoprotein A/B (hnRNP A/B) (APOBEC1-binding protein 1) (ABBP-1)"	"HNRNPAB ABBP1 HNRPAB"	"Homo sapiens (Human)"	"332"
"Q96Q11"	"TRNT1_HUMAN"	"reviewed"	"CCA tRNA nucleotidyltransferase 1, mitochondrial (EC 2.7.7.72) (Mitochondrial tRNA nucleotidyl transferase, CCA-adding) (mt CCA-adding enzyme) (mt tRNA CCA-diphosphorylase) (mt tRNA CCA-pyrophosphorylase) (mt tRNA adenylyltransferase)"	"TRNT1 CGI-47"	"Homo sapiens (Human)"	"434"
"P15313"	"VATB1_HUMAN"	"reviewed"	"V-type proton ATPase subunit B, kidney isoform (V-ATPase subunit B 1) (Endomembrane proton pump 58 kDa subunit) (Vacuolar proton pump subunit B 1)"	"ATP6V1B1 ATP6B1 VATB VPP3"	"Homo sapiens (Human)"	"513"
"Q99832"	"TCPH_HUMAN"	"reviewed"	"T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta) (HIV-1 Nef-interacting protein) [Cleaved into: T-complex protein 1 subunit eta, N-terminally processed]"	"CCT7 CCTH NIP7-1"	"Homo sapiens (Human)"	"543"
"Q96SI9"	"STRBP_HUMAN"	"reviewed"	"Spermatid perinuclear RNA-binding protein"	"STRBP SPNR"	"Homo sapiens (Human)"	"672"
"Q99829"	"CPNE1_HUMAN"	"reviewed"	"Copine-1 (Chromobindin 17) (Copine I)"	"CPNE1 CPN1"	"Homo sapiens (Human)"	"537"
"Q9BQ39"	"DDX50_HUMAN"	"reviewed"	"ATP-dependent RNA helicase DDX50 (EC 3.6.4.13) (DEAD box protein 50) (Gu-beta) (Nucleolar protein Gu2)"	"DDX50"	"Homo sapiens (Human)"	"737"
"Q99798"	"ACON_HUMAN"	"reviewed"	"Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase)"	"ACO2"	"Homo sapiens (Human)"	"780"
"Q99700"	"ATX2_HUMAN"	"reviewed"	"Ataxin-2 (Spinocerebellar ataxia type 2 protein) (Trinucleotide repeat-containing gene 13 protein)"	"ATXN2 ATX2 SCA2 TNRC13"	"Homo sapiens (Human)"	"1313"
"Q99459"	"CDC5L_HUMAN"	"reviewed"	"Cell division cycle 5-like protein (Cdc5-like protein) (Pombe cdc5-related protein)"	"CDC5L KIAA0432 PCDC5RP"	"Homo sapiens (Human)"	"802"
"Q99541"	"PLIN2_HUMAN"	"reviewed"	"Perilipin-2 (Adipophilin) (Adipose differentiation-related protein) (ADRP)"	"PLIN2 ADFP"	"Homo sapiens (Human)"	"437"
"Q99447"	"PCY2_HUMAN"	"reviewed"	"Ethanolamine-phosphate cytidylyltransferase (EC 2.7.7.14) (CTP:phosphoethanolamine cytidylyltransferase) (Phosphorylethanolamine transferase)"	"PCYT2"	"Homo sapiens (Human)"	"389"
"Q99436"	"PSB7_HUMAN"	"reviewed"	"Proteasome subunit beta type-7 (EC 3.4.25.1) (Macropain chain Z) (Multicatalytic endopeptidase complex chain Z) (Proteasome subunit Z)"	"PSMB7 Z"	"Homo sapiens (Human)"	"277"
"Q9BQ04"	"RBM4B_HUMAN"	"reviewed"	"RNA-binding protein 4B (RNA-binding motif protein 30) (RNA-binding motif protein 4B) (RNA-binding protein 30)"	"RBM4B RBM30"	"Homo sapiens (Human)"	"359"
"Q9BQ69"	"MACD1_HUMAN"	"reviewed"	"ADP-ribose glycohydrolase MACROD1 (MACRO domain-containing protein 1) (O-acetyl-ADP-ribose deacetylase MACROD1) (EC 3.1.1.106) (Protein LRP16) ([Protein ADP-ribosylaspartate] hydrolase MACROD1) (EC 3.2.2.-) ([Protein ADP-ribosylglutamate] hydrolase MACROD1) (EC 3.2.2.-)"	"MACROD1 LRP16"	"Homo sapiens (Human)"	"325"
"Q99623"	"PHB2_HUMAN"	"reviewed"	"Prohibitin-2 (B-cell receptor-associated protein BAP37) (D-prohibitin) (Repressor of estrogen receptor activity)"	"PHB2 BAP REA"	"Homo sapiens (Human)"	"299"
"Q99661"	"KIF2C_HUMAN"	"reviewed"	"Kinesin-like protein KIF2C (Kinesin-like protein 6) (Mitotic centromere-associated kinesin) (MCAK)"	"KIF2C KNSL6"	"Homo sapiens (Human)"	"725"
"Q96RQ3"	"MCCA_HUMAN"	"reviewed"	"Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial (MCCase subunit alpha) (EC 6.4.1.4) (3-methylcrotonyl-CoA carboxylase 1) (3-methylcrotonyl-CoA carboxylase biotin-containing subunit) (3-methylcrotonyl-CoA:carbon dioxide ligase subunit alpha)"	"MCCC1 MCCA"	"Homo sapiens (Human)"	"725"
"Q99959"	"PKP2_HUMAN"	"reviewed"	"Plakophilin-2"	"PKP2"	"Homo sapiens (Human)"	"881"
"Q99497"	"PARK7_HUMAN"	"reviewed"	"Parkinson disease protein 7 (Maillard deglycase) (Oncogene DJ1) (Parkinsonism-associated deglycase) (Protein DJ-1) (DJ-1) (Protein/nucleic acid deglycase DJ-1) (EC 3.1.2.-) (EC 3.5.1.-) (EC 3.5.1.124)"	"PARK7"	"Homo sapiens (Human)"	"189"
"Q96QR8"	"PURB_HUMAN"	"reviewed"	"Transcriptional activator protein Pur-beta (Purine-rich element-binding protein B)"	"PURB"	"Homo sapiens (Human)"	"312"
"Q9BPW8"	"NIPS1_HUMAN"	"reviewed"	"Protein NipSnap homolog 1 (NipSnap1)"	"NIPSNAP1"	"Homo sapiens (Human)"	"284"
"Q99733"	"NP1L4_HUMAN"	"reviewed"	"Nucleosome assembly protein 1-like 4 (Nucleosome assembly protein 2) (NAP-2)"	"NAP1L4 NAP2"	"Homo sapiens (Human)"	"375"
"Q96TA1"	"NIBA2_HUMAN"	"reviewed"	"Protein Niban 2 (Meg-3) (Melanoma invasion by ERK) (MINERVA) (Niban-like protein 1) (Protein FAM129B)"	"NIBAN2 C9orf88 FAM129B"	"Homo sapiens (Human)"	"746"
"Q96T76"	"MMS19_HUMAN"	"reviewed"	"MMS19 nucleotide excision repair protein homolog (hMMS19) (MET18 homolog) (MMS19-like protein)"	"MMS19 MMS19L"	"Homo sapiens (Human)"	"1030"
"Q99797"	"MIPEP_HUMAN"	"reviewed"	"Mitochondrial intermediate peptidase (MIP) (EC 3.4.24.59)"	"MIPEP MIP"	"Homo sapiens (Human)"	"713"
"Q9BQ52"	"RNZ2_HUMAN"	"reviewed"	"Zinc phosphodiesterase ELAC protein 2 (EC 3.1.26.11) (ElaC homolog protein 2) (Heredity prostate cancer protein 2) (Ribonuclease Z 2) (RNase Z 2) (tRNA 3 endonuclease 2) (tRNase Z 2)"	"ELAC2 HPC2"	"Homo sapiens (Human)"	"826"
"Q99956"	"DUS9_HUMAN"	"reviewed"	"Dual specificity protein phosphatase 9 (EC 3.1.3.16) (EC 3.1.3.48) (Mitogen-activated protein kinase phosphatase 4) (MAP kinase phosphatase 4) (MKP-4)"	"DUSP9 MKP4"	"Homo sapiens (Human)"	"384"
"Q99613"	"EIF3C_HUMAN"	"reviewed"	"Eukaryotic translation initiation factor 3 subunit C (eIF3c) (Eukaryotic translation initiation factor 3 subunit 8) (eIF3 p110)"	"EIF3C EIF3S8"	"Homo sapiens (Human)"	"913"
"Q99714"	"HCD2_HUMAN"	"reviewed"	"3-hydroxyacyl-CoA dehydrogenase type-2 (EC 1.1.1.35) (17-beta-hydroxysteroid dehydrogenase 10) (17-beta-HSD 10) (EC 1.1.1.51) (2-methyl-3-hydroxybutyryl-CoA dehydrogenase) (MHBD) (3-hydroxy-2-methylbutyryl-CoA dehydrogenase) (EC 1.1.1.178) (3-hydroxyacyl-CoA dehydrogenase type II) (Endoplasmic reticulum-associated amyloid beta-peptide-binding protein) (Mitochondrial ribonuclease P protein 2) (Mitochondrial RNase P protein 2) (Short chain dehydrogenase/reductase family 5C member 1) (Short-chain type dehydrogenase/reductase XH98G2) (Type II HADH)"	"HSD17B10 ERAB HADH2 MRPP2 SCHAD SDR5C1 XH98G2"	"Homo sapiens (Human)"	"261"
"Q96RP9"	"EFGM_HUMAN"	"reviewed"	"Elongation factor G, mitochondrial (EF-Gmt) (Elongation factor G 1, mitochondrial) (mEF-G 1) (Elongation factor G1) (hEFG1)"	"GFM1 EFG EFG1 GFM"	"Homo sapiens (Human)"	"751"
"Q9BQ67"	"GRWD1_HUMAN"	"reviewed"	"Glutamate-rich WD repeat-containing protein 1"	"GRWD1 GRWD KIAA1942 WDR28"	"Homo sapiens (Human)"	"446"
"Q96QA5"	"GSDMA_HUMAN"	"reviewed"	"Gasdermin-A (Gasdermin-1)"	"GSDMA GSDM GSDM1 FKSG9"	"Homo sapiens (Human)"	"445"
"Q9BY43"	"CHM4A_HUMAN"	"reviewed"	"Charged multivesicular body protein 4a (Chromatin-modifying protein 4a) (CHMP4a) (SNF7 homolog associated with Alix-2) (SNF7-1) (hSnf-1) (Vacuolar protein sorting-associated protein 32-1) (Vps32-1) (hVps32-1)"	"CHMP4A C14orf123 SHAX2 CDA04 HSPC134"	"Homo sapiens (Human)"	"222"
"Q9BRZ2"	"TRI56_HUMAN"	"reviewed"	"E3 ubiquitin-protein ligase TRIM56 (EC 2.3.2.27) (RING finger protein 109) (RING-type E3 ubiquitin transferase TRIM56) (Tripartite motif-containing protein 56)"	"TRIM56 RNF109"	"Homo sapiens (Human)"	"755"
"P54578"	"UBP14_HUMAN"	"reviewed"	"Ubiquitin carboxyl-terminal hydrolase 14 (EC 3.4.19.12) (Deubiquitinating enzyme 14) (Ubiquitin thioesterase 14) (Ubiquitin-specific-processing protease 14)"	"USP14 TGT"	"Homo sapiens (Human)"	"494"
"Q9BRA2"	"TXD17_HUMAN"	"reviewed"	"Thioredoxin domain-containing protein 17 (14 kDa thioredoxin-related protein) (TRP14) (Protein 42-9-9) (Thioredoxin-like protein 5)"	"TXNDC17 TXNL5"	"Homo sapiens (Human)"	"123"
"Q9BTD8"	"RBM42_HUMAN"	"reviewed"	"RNA-binding protein 42 (RNA-binding motif protein 42)"	"RBM42"	"Homo sapiens (Human)"	"480"
"Q9BWD1"	"THIC_HUMAN"	"reviewed"	"Acetyl-CoA acetyltransferase, cytosolic (EC 2.3.1.9) (Acetyl-CoA transferase-like protein) (Cytosolic acetoacetyl-CoA thiolase)"	"ACAT2 ACTL"	"Homo sapiens (Human)"	"397"
"Q9BVC6"	"TM109_HUMAN"	"reviewed"	"Transmembrane protein 109 (Mitsugumin-23) (Mg23)"	"TMEM109"	"Homo sapiens (Human)"	"243"
"Q9BRP8"	"PYM1_HUMAN"	"reviewed"	"Partner of Y14 and mago (PYM homolog 1 exon junction complex-associated factor) (Protein wibg homolog)"	"PYM1 PYM WIBG"	"Homo sapiens (Human)"	"204"
"Q9BSH4"	"TACO1_HUMAN"	"reviewed"	"Translational activator of cytochrome c oxidase 1 (Coiled-coil domain-containing protein 44) (Translational activator of mitochondrially-encoded cytochrome c oxidase I)"	"TACO1 CCDC44 PRO0477"	"Homo sapiens (Human)"	"297"
"Q9BVS5"	"TR61B_HUMAN"	"reviewed"	"tRNA (adenine(58)-N(1))-methyltransferase, mitochondrial (EC 2.1.1.220) (mRNA methyladenosine-N(1)-methyltransferase) (EC 2.1.1.-)"	"TRMT61B"	"Homo sapiens (Human)"	"477"
"Q9BRX8"	"PXL2A_HUMAN"	"reviewed"	"Peroxiredoxin-like 2A (Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes) (Protein PAMM) (Redox-regulatory protein FAM213A)"	"PRXL2A C10orf58 FAM213A PAMM PRO2290 PSEC0139 UNQ611/PRO1198"	"Homo sapiens (Human)"	"229"
"Q9BUF5"	"TBB6_HUMAN"	"reviewed"	"Tubulin beta-6 chain (Tubulin beta class V)"	"TUBB6"	"Homo sapiens (Human)"	"446"
"Q9BQE3"	"TBA1C_HUMAN"	"reviewed"	"Tubulin alpha-1C chain (Alpha-tubulin 6) (Tubulin alpha-6 chain) [Cleaved into: Detyrosinated tubulin alpha-1C chain]"	"TUBA1C TUBA6"	"Homo sapiens (Human)"	"449"
"Q9BXR0"	"TGT_HUMAN"	"reviewed"	"Queuine tRNA-ribosyltransferase catalytic subunit 1 (EC 2.4.2.29) (Guanine insertion enzyme) (tRNA-guanine transglycosylase)"	"QTRT1 TGT TGUT"	"Homo sapiens (Human)"	"403"
"Q9BV44"	"THUM3_HUMAN"	"reviewed"	"THUMP domain-containing protein 3"	"THUMPD3"	"Homo sapiens (Human)"	"507"
"Q9BVK6"	"TMED9_HUMAN"	"reviewed"	"Transmembrane emp24 domain-containing protein 9 (GMP25) (Glycoprotein 25L2) (p24 family protein alpha-2) (p24alpha2) (p25)"	"TMED9 GP25L2"	"Homo sapiens (Human)"	"235"
"Q9BYJ9"	"YTHD1_HUMAN"	"reviewed"	"YTH domain-containing family protein 1 (Dermatomyositis associated with cancer putative autoantigen 1) (DACA-1)"	"YTHDF1 C20orf21"	"Homo sapiens (Human)"	"559"
"Q9BSE5"	"SPEB_HUMAN"	"reviewed"	"Agmatinase, mitochondrial (EC 3.5.3.11) (Agmatine ureohydrolase) (AUH)"	"AGMAT"	"Homo sapiens (Human)"	"352"
"Q9BXP5"	"SRRT_HUMAN"	"reviewed"	"Serrate RNA effector molecule homolog (Arsenite-resistance protein 2)"	"SRRT ARS2 ASR2"	"Homo sapiens (Human)"	"876"
"Q9BXS5"	"AP1M1_HUMAN"	"reviewed"	"AP-1 complex subunit mu-1 (AP-mu chain family member mu1A) (Adaptor protein complex AP-1 subunit mu-1) (Adaptor-related protein complex 1 subunit mu-1) (Clathrin assembly protein complex 1 mu-1 medium chain 1) (Clathrin coat assembly protein AP47) (Clathrin coat-associated protein AP47) (Golgi adaptor HA1/AP1 adaptin mu-1 subunit) (Mu-adaptin 1) (Mu1A-adaptin)"	"AP1M1 CLTNM"	"Homo sapiens (Human)"	"423"
"Q9BTT0"	"AN32E_HUMAN"	"reviewed"	"Acidic leucine-rich nuclear phosphoprotein 32 family member E (LANP-like protein) (LANP-L)"	"ANP32E"	"Homo sapiens (Human)"	"268"
"Q9BUQ8"	"DDX23_HUMAN"	"reviewed"	"Probable ATP-dependent RNA helicase DDX23 (EC 3.6.4.13) (100 kDa U5 snRNP-specific protein) (DEAD box protein 23) (PRP28 homolog) (U5-100kD)"	"DDX23"	"Homo sapiens (Human)"	"820"
"Q9BX40"	"LS14B_HUMAN"	"reviewed"	"Protein LSM14 homolog B (Protein FAM61B) (RNA-associated protein 55B) (hRAP55B)"	"LSM14B C20orf40 FAM61B RAP55B"	"Homo sapiens (Human)"	"385"
"Q9BYD6"	"RM01_HUMAN"	"reviewed"	"39S ribosomal protein L1, mitochondrial (L1mt) (MRP-L1) (Mitochondrial large ribosomal subunit protein uL1m)"	"MRPL1 BM-022"	"Homo sapiens (Human)"	"325"
"Q9BRJ2"	"RM45_HUMAN"	"reviewed"	"39S ribosomal protein L45, mitochondrial (L45mt) (MRP-L45) (Mitochondrial large ribosomal subunit protein mL45)"	"MRPL45"	"Homo sapiens (Human)"	"306"
"Q9BUT9"	"MCRI2_HUMAN"	"reviewed"	"MAPK regulated corepressor interacting protein 2 (Protein FAM195A)"	"MCRIP2 C16orf14 FAM195A"	"Homo sapiens (Human)"	"160"
"Q9BYD2"	"RM09_HUMAN"	"reviewed"	"39S ribosomal protein L9, mitochondrial (L9mt) (MRP-L9) (Mitochondrial large ribosomal subunit protein bL9m)"	"MRPL9"	"Homo sapiens (Human)"	"267"
"Q9BY32"	"ITPA_HUMAN"	"reviewed"	"Inosine triphosphate pyrophosphatase (ITPase) (Inosine triphosphatase) (EC 3.6.1.9) (Non-canonical purine NTP pyrophosphatase) (Non-standard purine NTP pyrophosphatase) (Nucleoside-triphosphate diphosphatase) (Nucleoside-triphosphate pyrophosphatase) (NTPase) (Putative oncogene protein hlc14-06-p)"	"ITPA C20orf37 My049 OK/SW-cl.9"	"Homo sapiens (Human)"	"194"
"Q9BUE6"	"ISCA1_HUMAN"	"reviewed"	"Iron-sulfur cluster assembly 1 homolog, mitochondrial (HESB-like domain-containing protein 2) (Iron-sulfur assembly protein IscA) (hIscA)"	"ISCA1 HBLD2 GK004"	"Homo sapiens (Human)"	"129"
"Q9BRX2"	"PELO_HUMAN"	"reviewed"	"Protein pelota homolog (EC 3.1.-.-)"	"PELO CGI-17"	"Homo sapiens (Human)"	"385"
"Q9BSD7"	"NTPCR_HUMAN"	"reviewed"	"Cancer-related nucleoside-triphosphatase (NTPase) (EC 3.6.1.15) (Nucleoside triphosphate phosphohydrolase)"	"NTPCR C1orf57"	"Homo sapiens (Human)"	"190"
"Q9BQP7"	"MGME1_HUMAN"	"reviewed"	"Mitochondrial genome maintenance exonuclease 1 (EC 3.1.-.-)"	"MGME1 C20orf72 DDK1"	"Homo sapiens (Human)"	"344"
"Q9BXJ9"	"NAA15_HUMAN"	"reviewed"	"N-alpha-acetyltransferase 15, NatA auxiliary subunit (Gastric cancer antigen Ga19) (N-terminal acetyltransferase) (NMDA receptor-regulated protein 1) (Protein tubedown-1) (Tbdn100)"	"NAA15 GA19 NARG1 NATH TBDN100"	"Homo sapiens (Human)"	"866"
"Q9BU61"	"NDUF3_HUMAN"	"reviewed"	"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3"	"NDUFAF3 C3orf60"	"Homo sapiens (Human)"	"184"
"Q9BV79"	"MECR_HUMAN"	"reviewed"	"Enoyl-[acyl-carrier-protein] reductase, mitochondrial (EC 1.3.1.104) (2-enoyl thioester reductase) (Nuclear receptor-binding factor 1) (HsNrbf-1) (NRBF-1)"	"MECR NBRF1 CGI-63"	"Homo sapiens (Human)"	"373"
"Q9BY77"	"PDIP3_HUMAN"	"reviewed"	"Polymerase delta-interacting protein 3 (46 kDa DNA polymerase delta interaction protein) (p46) (S6K1 Aly/REF-like target) (SKAR)"	"POLDIP3 KIAA1649 PDIP46"	"Homo sapiens (Human)"	"421"
"Q9BVL4"	"SELO_HUMAN"	"reviewed"	"Protein adenylyltransferase SelO, mitochondrial (EC 2.7.7.-) (EC 2.7.7.n1) (Selenoprotein O) (SelO)"	"SELENOO SELO"	"Homo sapiens (Human)"	"669"
"Q9BVA1"	"TBB2B_HUMAN"	"reviewed"	"Tubulin beta-2B chain"	"TUBB2B"	"Homo sapiens (Human)"	"445"
"Q9BWF3"	"RBM4_HUMAN"	"reviewed"	"RNA-binding protein 4 (Lark homolog) (hLark) (RNA-binding motif protein 4) (RNA-binding motif protein 4a)"	"RBM4 RBM4A"	"Homo sapiens (Human)"	"364"
"Q9BW92"	"SYTM_HUMAN"	"reviewed"	"Threonine--tRNA ligase, mitochondrial (EC 6.1.1.3) (Threonyl-tRNA synthetase) (ThrRS) (Threonyl-tRNA synthetase-like 1)"	"TARS2 TARSL1"	"Homo sapiens (Human)"	"718"
"Q9BXW9"	"FACD2_HUMAN"	"reviewed"	"Fanconi anemia group D2 protein (Protein FACD2)"	"FANCD2 FACD"	"Homo sapiens (Human)"	"1451"
"Q9BUP3"	"HTAI2_HUMAN"	"reviewed"	"Oxidoreductase HTATIP2 (EC 1.1.1.-) (30 kDa HIV-1 TAT-interacting protein) (HIV-1 TAT-interactive protein 2)"	"HTATIP2 CC3 TIP30"	"Homo sapiens (Human)"	"242"
"Q9BSH5"	"HDHD3_HUMAN"	"reviewed"	"Haloacid dehalogenase-like hydrolase domain-containing protein 3"	"HDHD3 C9orf158"	"Homo sapiens (Human)"	"251"
"Q9BS26"	"ERP44_HUMAN"	"reviewed"	"Endoplasmic reticulum resident protein 44 (ER protein 44) (ERp44) (Thioredoxin domain-containing protein 4)"	"ERP44 KIAA0573 TXNDC4 UNQ532/PRO1075"	"Homo sapiens (Human)"	"406"
"Q9BX68"	"HINT2_HUMAN"	"reviewed"	"Histidine triad nucleotide-binding protein 2, mitochondrial (HINT-2) (EC 3.-.-.-) (HINT-3) (HIT-17kDa) (PKCI-1-related HIT protein)"	"HINT2"	"Homo sapiens (Human)"	"163"
"Q9BUJ2"	"HNRL1_HUMAN"	"reviewed"	"Heterogeneous nuclear ribonucleoprotein U-like protein 1 (Adenovirus early region 1B-associated protein 5) (E1B-55 kDa-associated protein 5) (E1B-AP5)"	"HNRNPUL1 E1BAP5 HNRPUL1"	"Homo sapiens (Human)"	"856"
"Q9BY44"	"EIF2A_HUMAN"	"reviewed"	"Eukaryotic translation initiation factor 2A (eIF-2A) (65 kDa eukaryotic translation initiation factor 2A) [Cleaved into: Eukaryotic translation initiation factor 2A, N-terminally processed]"	"EIF2A CDA02 MSTP004 MSTP089"	"Homo sapiens (Human)"	"585"
"Q9BXW7"	"HDHD5_HUMAN"	"reviewed"	"Haloacid dehalogenase-like hydrolase domain-containing 5 (Cat eye syndrome critical region protein 5)"	"HDHD5 CECR5"	"Homo sapiens (Human)"	"423"
"Q9BR76"	"COR1B_HUMAN"	"reviewed"	"Coronin-1B (Coronin-2)"	"CORO1B"	"Homo sapiens (Human)"	"489"
"Q9BSJ8"	"ESYT1_HUMAN"	"reviewed"	"Extended synaptotagmin-1 (E-Syt1) (Membrane-bound C2 domain-containing protein)"	"ESYT1 FAM62A KIAA0747 MBC2"	"Homo sapiens (Human)"	"1104"
"Q9BTZ2"	"DHRS4_HUMAN"	"reviewed"	"Dehydrogenase/reductase SDR family member 4 (EC 1.1.1.184) (NADPH-dependent carbonyl reductase/NADP-retinol dehydrogenase) (CR) (PHCR) (NADPH-dependent retinol dehydrogenase/reductase) (NRDR) (humNRDR) (Peroxisomal short-chain alcohol dehydrogenase) (PSCD) (SCAD-SRL) (Short chain dehydrogenase/reductase family 25C member 2) (Short-chain dehydrogenase/reductase family member 4)"	"DHRS4 SDR25C2 UNQ851/PRO1800"	"Homo sapiens (Human)"	"278"
"Q9GZL7"	"WDR12_HUMAN"	"reviewed"	"Ribosome biogenesis protein WDR12 (WD repeat-containing protein 12)"	"WDR12"	"Homo sapiens (Human)"	"423"
"Q9H6S0"	"YTDC2_HUMAN"	"reviewed"	"3'-5' RNA helicase YTHDC2 (EC 3.6.4.13) (YTH domain-containing protein 2) (hYTHDC2)"	"YTHDC2"	"Homo sapiens (Human)"	"1430"
"Q9GZZ9"	"UBA5_HUMAN"	"reviewed"	"Ubiquitin-like modifier-activating enzyme 5 (Ubiquitin-activating enzyme 5) (ThiFP1) (UFM1-activating enzyme) (Ubiquitin-activating enzyme E1 domain-containing protein 1)"	"UBA5 UBE1DC1"	"Homo sapiens (Human)"	"404"
"Q9H5Q4"	"TFB2M_HUMAN"	"reviewed"	"Dimethyladenosine transferase 2, mitochondrial (EC 2.1.1.-) (Hepatitis C virus NS5A-transactivated protein 5) (HCV NS5A-transactivated protein 5) (Mitochondrial 12S rRNA dimethylase 2) (Mitochondrial transcription factor B2) (h-mtTFB) (h-mtTFB2) (hTFB2M) (mtTFB2) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 2)"	"TFB2M NS5ATP5"	"Homo sapiens (Human)"	"396"
"Q9H7E2"	"TDRD3_HUMAN"	"reviewed"	"Tudor domain-containing protein 3"	"TDRD3"	"Homo sapiens (Human)"	"651"
"Q9C0J8"	"WDR33_HUMAN"	"reviewed"	"pre-mRNA 3' end processing protein WDR33 (WD repeat-containing protein 33) (WD repeat-containing protein of 146 kDa)"	"WDR33 WDC146"	"Homo sapiens (Human)"	"1336"
"Q9BYN8"	"RT26_HUMAN"	"reviewed"	"28S ribosomal protein S26, mitochondrial (MRP-S26) (S26mt) (28S ribosomal protein S13, mitochondrial) (MRP-S13) (S13mt) (Mitochondrial small ribosomal subunit protein mS26)"	"MRPS26 C20orf193 RPMS13"	"Homo sapiens (Human)"	"205"
"Q9H0D6"	"XRN2_HUMAN"	"reviewed"	"5'-3' exoribonuclease 2 (EC 3.1.13.-) (DHM1-like protein) (DHP protein)"	"XRN2"	"Homo sapiens (Human)"	"950"
"Q9H7E9"	"CH033_HUMAN"	"reviewed"	"UPF0488 protein C8orf33"	"C8orf33"	"Homo sapiens (Human)"	"229"
"Q9H845"	"ACAD9_HUMAN"	"reviewed"	"Complex I assembly factor ACAD9, mitochondrial (Acyl-CoA dehydrogenase family member 9) (ACAD-9) (EC 1.3.8.-)"	"ACAD9"	"Homo sapiens (Human)"	"621"
"Q9BZJ0"	"CRNL1_HUMAN"	"reviewed"	"Crooked neck-like protein 1 (Crooked neck homolog) (hCrn)"	"CRNKL1 CRN CGI-201 MSTP021"	"Homo sapiens (Human)"	"848"
"Q9H6R3"	"ACSS3_HUMAN"	"reviewed"	"Acyl-CoA synthetase short-chain family member 3, mitochondrial (EC 6.2.1.1) (Acetate--CoA ligase 3) (Acyl-CoA synthetase short-chain family member 3) (Propionate--CoA ligase) (EC 6.2.1.17)"	"ACSS3"	"Homo sapiens (Human)"	"686"
"Q9BYV8"	"CEP41_HUMAN"	"reviewed"	"Centrosomal protein of 41 kDa (Cep41) (Testis-specific gene A14 protein)"	"CEP41 TSGA14"	"Homo sapiens (Human)"	"373"
"Q9H8Y5"	"ANKZ1_HUMAN"	"reviewed"	"Ankyrin repeat and zinc finger domain-containing protein 1 (Zinc finger protein 744)"	"ANKZF1 ZNF744"	"Homo sapiens (Human)"	"726"
"Q9H0E2"	"TOLIP_HUMAN"	"reviewed"	"Toll-interacting protein"	"TOLLIP"	"Homo sapiens (Human)"	"274"
"Q9H0W9"	"CK054_HUMAN"	"reviewed"	"Ester hydrolase C11orf54 (EC 3.1.-.-)"	"C11orf54 LP4947 PTD012"	"Homo sapiens (Human)"	"315"
